50 15
6 26 44.10939
6 27 82.43821
6 28 54.34079
6 29 73.53774
6 30 97.14526
6 31 92.27315
6 32 79.80621
6 33 76.33862
6 34 57.94366
6 35 59.51637
6 36 104.84780
6 37 68.72670
6 38 83.23690
6 39 95.63334
6 40 91.81251
6 41 83.49280
6 42 90.35699
6 43 100.93897
6 44 105.34618
6 45 93.92801
6 46 44.23162
6 47 121.29009
6 48 54.10325
6 49 79.84510
7 8 79.90660
7 9 91.17948
7 10 89.07143
7 11 139.73521
7 12 83.51191
7 13 91.57963
7 14 56.13428
7 15 102.67712
7 16 94.71370
7 17 78.39044
7 18 114.65321
7 19 89.66415
7 20 97.77098
7 21 21.32409
7 22 84.69581
7 23 108.50722
7 24 111.52304
7 25 100.78232
7 26 98.12496
7 27 77.00902
7 28 57.40150
7 29 77.67236
7 30 94.42046
7 31 98.60799
7 32 112.07061
7 33 98.32285
7 34 69.43599
7 35 76.25677
7 36 94.93684
7 37 104.53112
7 38 43.54533
7 39 77.06460
7 40 121.99165
7 41 84.71006
7 42 62.73295
7 43 19.31753
7 44 86.57043
7 45 82.58127
7 46 83.47012
7 47 86.92574
7 48 107.24774
7 49 58.81377
8 9 55.36659
8 10 89.32517
8 11 93.01418
8 12 99.02159
8 13 45.62357
8 14 45.81868
8 15 60.79625
8 16 103.44648
8 17 96.19491
8 18 84.64109
8 19 77.61136
8 20 45.56289
8 21 74.14600
8 22 39.56660
8 23 94.62173
8 24 125.72160
8 25 91.64425
8 26 79.32740
8 27 93.70091
8 28 73.84032
8 29 97.01802
8 30 30.63978
8 31 53.00368
8 32 78.38216
8 33 81.41705
8 34 79.36407
8 35 78.92087
8 36 37.07024
8 37 80.39601
8 38 64.72372
8 39 28.78409
8 40 82.56114
8 41 111.68433
8 42 18.16871
8 43 80.20496
8 44 17.26583
8 45 112.36065
8 46 99.67801
8 47 110.12969
8 48 83.73226
8 49 25.54907
9 10 82.08899
9 11 103.20167
9 12 137.67619
9 13 32.40588
9 14 58.33321
9 15 58.82106
9 16 141.87302
9 17 124.67179
9 18 106.57548
9 19 69.77402
9 20 78.28808
9 21 94.66560
9 22 55.63881
9 23 109.04821
9 24 116.13031
9 25 80.28557
9 26 123.04301
9 27 104.12402
9 28 88.35487
9 29 117.76233
9 30 47.60907
9 31 60.80144
9 32 68.09319
9 33 102.03929
9 34 92.29121
9 35 109.23329
9 36 30.17771
9 37 75.81172
9 38 76.37114
9 39 67.60893
9 40 74.64013
9 41 102.04837
9 42 52.44553
9 43 80.41755
9 44 50.00722
9 45 97.00503
9 46 129.98389
9 47 75.30536
9 48 93.66009
9 49 62.59959
10 11 110.28865
10 12 104.35371
10 13 70.13081
10 14 98.65127
10 15 112.26115
10 16 108.86166
10 17 76.41904
10 18 96.64185
10 19 90.16218
10 20 77.03606
10 21 101.06310
10 22 76.71389
10 23 83.58504
10 24 42.78400
10 25 84.36311
10 26 100.86983
10 27 107.57106
10 28 44.63193
10 29 61.63004
10 30 74.06466
10 31 98.47314
10 32 49.02574
10 33 53.93165
10 34 81.83321
10 35 65.66862
10 36 85.97130
10 37 35.03214
10 38 53.04833
10 39 104.55755
10 40 93.28306
10 41 36.05576
10 42 82.07591
10 43 79.08801
10 44 88.09253
10 45 77.72878
10 46 101.54530
10 47 69.64821
10 48 82.80772
10 49 74.24938
11 12 127.74329
11 13 106.54799
11 14 130.70424
11 15 72.81924
11 16 117.78561
11 17 141.49298
11 18 39.52609
11 19 68.81219
11 20 107.75596
11 21 133.84892
11 22 60.50591
11 23 55.59160
11 24 122.00758
11 25 65.32633
11 26 95.34755
11 27 94.47979
11 28 106.58315
11 29 139.44847
11 30 91.47148
11 31 56.02537
11 32 69.84435
11 33 121.49857
11 34 82.41898
11 35 121.70871
11 36 79.15029
11 37 78.19776
11 38 123.92017
11 39 89.67043
11 40 36.71178
11 41 126.52370
11 42 96.52324
11 43 132.78476
11 44 102.03916
11 45 111.76622
11 46 105.84299
11 47 129.92670
11 48 41.28696
11 49 98.69405
12 13 125.50018
12 14 111.10954
12 15 131.35718
12 16 18.97005
12 17 51.31917
12 18 90.80395
12 19 116.13211
12 20 97.44476
12 21 77.62642
12 22 97.77018
12 23 87.37799
12 24 117.05110
12 25 120.35598
12 26 40.49332
12 27 92.93255
12 28 63.61945
12 29 64.16287
12 30 111.99685
12 31 115.83595
12 32 120.63732
12 33 85.48264
12 34 76.65884
12 35 50.15208
12 36 124.13196
12 37 108.79356
12 38 78.83843
12 39 96.40698
12 40 132.20541
12 41 105.65123
12 42 92.00829
12 43 93.53156
12 44 110.23666
12 45 117.53153
12 46 38.95234
12 47 141.87384
12 48 98.34259
12 49 79.02079
13 14 57.41118
13 15 78.07780
13 16 131.49440
13 17 105.16180
13 18 106.07957
13 19 87.21825
13 20 49.86353
13 21 96.12842
13 22 57.88543
13 23 109.05058
13 24 110.57899
13 25 95.21855
13 26 110.08103
13 27 115.91990
13 28 78.61929
13 29 98.59568
13 30 24.92006
13 31 72.71637
13 32 62.26190
13 33 75.83090
13 34 97.89400
13 35 89.44524
13 36 38.35007
13 37 66.41248
13 38 64.02773
13 39 69.54853
13 40 85.87019
13 41 98.05455
13 42 47.84364
13 43 84.85882
13 44 33.52487
13 45 109.72899
13 46 125.95972
13 47 89.67323
13 48 96.89130
13 49 51.64879
14 15 79.61279
14 16 120.75970
14 17 101.42735
14 18 118.42134
14 19 91.19785
14 20 73.54126
14 21 54.89037
14 22 70.86524
14 23 121.99587
14 24 134.68724
14 25 107.48463
14 26 107.35284
14 27 99.84109
14 28 81.18253
14 29 100.97824
14 30 62.05389
14 31 80.88865
14 32 104.46118
14 33 98.77200
14 34 91.46811
14 35 91.45268
14 36 62.30089
14 37 103.93869
14 38 57.98405
14 39 52.08773
14 40 111.54319
14 41 112.30309
14 42 36.16109
14 43 58.10443
14 44 45.83641
14 45 110.94316
14 46 114.12906
14 47 99.80106
14 48 112.69331
14 49 43.24253
15 16 129.21330
15 17 140.69058
15 18 78.70004
15 19 43.90113
15 20 100.55968
15 21 94.97670
15 22 43.17787
15 23 89.69328
15 24 136.60146
15 25 62.21571
15 26 109.86128
15 27 74.90847
15 28 101.42886
15 29 138.91425
15 30 72.80182
15 31 21.58055
15 32 85.25133
15 33 127.89230
15 34 74.38652
15 35 123.13063
15 36 41.05266
15 37 94.20950
15 38 102.12433
15 39 47.91836
15 40 52.28653
15 41 125.62300
15 42 59.31385
15 43 95.33664
15 44 70.01325
15 45 98.34697
15 46 112.91705
15 47 103.24608
15 48 71.57267
15 49 71.97823
16 17 65.85061
16 18 79.55017
16 19 112.43182
16 20 104.12734
16 21 87.34045
16 22 96.42140
16 23 76.79021
16 24 117.83717
16 25 115.16540
16 26 34.41972
16 27 88.25391
16 28 69.85786
16 29 76.63460
16 30 116.24411
16 31 112.53532
16 32 119.29357
16 33 93.42827
16 34 72.75101
16 35 61.15925
16 36 125.66590
16 37 108.28072
16 38 89.96970
16 39 98.34140
16 40 126.09471
16 41 109.90169
16 42 97.40720
16 43 102.56989
16 44 116.02781
16 45 116.87518
16 46 29.33389
16 47 145.82912
16 48 89.63135
16 49 85.62511
17 18 111.57007
17 19 125.77325
17 20 77.53843
17 21 84.11175
17 22 101.93587
17 23 104.15202
17 24 96.42728
17 25 127.95750
17 26 69.44405
17 27 116.86774
17 28 49.51074
17 29 17.83514
17 30 97.92627
17 31 125.66830
17 32 107.74822
17 33 49.12888
17 34 94.00509
17 35 21.02624
17 36 119.39586
17 37 93.30243
17 38 53.73660
17 39 106.77019
17 40 138.12534
17 41 83.10997
17 42 89.38547
17 43 85.73537
17 44 99.81878
17 45 117.80859
17 46 77.36833
17 47 125.95503
17 48 111.82132
17 49 73.93196
18 19 63.00055
18 20 97.90939
18 21 107.83930
18 22 53.05087
18 23 25.53762
18 24 106.11688
18 25 60.84768
18 26 62.29257
18 27 69.84279
18 28 79.82904
18 29 111.81577
18 30 89.66827
18 31 58.61020
18 32 72.63371
18 33 103.51351
18 34 53.85550
18 35 93.68633
18 36 83.72329
18 37 72.38941
18 38 102.13329
18 39 78.09148
18 40 55.30531
18 41 107.17948
18 42 83.59480
18 43 110.72050
18 44 97.22608
18 45 95.19299
18 46 66.89223
18 47 122.33308
18 48 23.11102
18 49 81.11050
19 20 107.74210
19 21 86.59529
19 22 43.82594
19 23 61.45420
19 24 103.20753
19 25 21.94656
19 26 101.90701
19 27 46.70552
19 28 79.18191
19 29 121.36581
19 30 84.56977
19 31 37.93175
19 32 71.17131
19 33 118.62236
19 34 43.32116
19 35 110.17811
19 36 60.42598
19 37 75.43829
19 38 89.60258
19 39 66.97681
19 40 43.20717
19 41 93.58818
19 42 68.43890
19 43 78.12859
19 44 87.85712
19 45 57.59670
19 46 89.96077
19 47 76.37827
19 48 46.51018
19 49 74.50431
20 21 98.23232
20 22 66.56262
20 23 104.06149
20 24 116.30974
20 25 114.52865
20 26 78.53984
20 27 123.39509
20 28 72.33371
20 29 77.08792
20 30 33.45340
20 31 87.59959
20 32 75.34022
20 33 46.74690
20 34 101.11152
20 35 60.52647
20 36 66.67814
20 37 72.53966
20 38 63.95770
20 39 71.69712
20 40 103.07916
20 41 107.21890
20 42 54.15688
20 43 99.14395
20 44 39.45942
20 45 129.69452
20 46 109.58056
20 47 123.37637
20 48 98.41888
20 49 46.34905
21 22 80.25426
21 23 105.42881
21 24 123.93253
21 25 100.54238
21 26 89.53777
21 27 68.58136
21 28 64.72591
21 29 87.06195
21 30 94.68292
21 31 91.42807
21 32 116.84464
21 33 105.07334
21 34 65.11807
21 35 79.88377
21 36 92.86316
21 37 110.66522
21 38 55.26778
21 39 65.05251
21 40 119.42858
21 41 99.33120
21 42 57.87561
21 43 35.12900
21 44 84.04316
21 45 90.22749
21 46 76.13299
21 47 100.61399
21 48 103.72296
21 49 55.46217
22 23 60.93355
22 24 103.79982
22 25 54.35904
22 26 75.11626
22 27 69.02206
22 28 64.33948
22 29 99.69202
22 30 45.71798
22 31 25.20162
22 32 54.37481
22 33 86.77173
22 34 52.52309
22 35 82.95821
22 36 33.14760
22 37 58.33197
22 38 70.41868
22 39 39.98546
22 40 46.39192
22 41 94.61783
22 42 37.37528
22 43 78.75652
22 44 50.29404
22 45 84.97420
22 46 84.36238
22 47 92.65525
22 48 46.40855
22 49 41.73106
23 24 85.00190
23 25 52.88395
23 26 68.51318
23 27 65.02959
23 28 68.61201
23 29 101.81793
23 30 96.70100
23 31 70.49990
23 32 68.21191
23 33 99.31882
23 34 45.00161
23 35 88.47041
23 36 91.91596
23 37 63.91177
23 38 95.49126
23 39 90.07186
23 40 61.01210
23 41 87.78853
23 42 89.64620
23 43 102.57948
23 44 105.99632
23 45 77.36740
23 46 59.92525
23 47 108.70490
23 48 20.45134
23 49 85.20329
24 25 89.78008
24 26 118.68383
24 27 114.40321
24 28 66.25762
24 29 81.53614
24 30 113.31797
24 31 122.09932
24 32 71.56468
24 33 85.87732
24 34 90.88890
24 35 90.28104
24 36 119.23304
24 37 57.90845
24 38 85.54896
24 39 135.20502
24 40 107.52267
24 41 29.53899
24 42 116.72523
24 43 100.10319
24 44 127.49023
24 45 72.18565
24 46 106.71591
24 47 77.72112
24 48 90.38857
24 49 108.91058
25 26 106.36569
25 27 55.72329
25 28 79.95983
25 29 121.68687
25 30 92.98947
25 31 52.87458
25 32 64.04743
25 33 118.58971
25 34 47.49014
25 35 112.59684
25 36 72.61176
25 37 67.65078
25 38 95.58904
25 39 84.93967
25 40 39.91554
25 41 85.36979
25 42 83.14860
25 43 87.74346
25 44 100.55412
25 45 50.14133
25 46 92.14462
25 47 73.41027
25 48 39.63123
25 49 86.48804
26 27 90.45438
26 28 67.87467
26 29 78.85191
26 30 90.79620
26 31 91.74430
26 32 100.53242
26 33 79.13815
26 34 71.68559
26 35 55.70776
26 36 102.53156
26 37 92.55588
26 38 84.63077
26 39 77.82159
26 40 106.73338
26 41 112.57119
26 42 78.52975
26 43 104.26605
26 44 91.56937
26 45 120.37450
26 46 47.72616
26 47 142.85976
26 48 75.85934
26 49 67.55753
27 28 78.14003
27 29 116.87423
27 30 110.07585
27 31 68.58826
27 32 104.07565
27 33 127.98563
27 34 28.41587
27 35 106.11142
27 36 93.86925
27 37 101.52203
27 38 92.49533
27 39 75.02642
27 40 83.28312
27 41 100.68282
27 42 80.84301
27 43 72.17956
27 44 108.05265
27 45 61.63278
27 46 61.19280
27 47 97.61630
27 48 62.98334
27 49 82.23679
28 29 42.59215
28 30 74.66575
28 31 86.88033
28 32 70.51125
28 33 55.53302
28 34 52.65742
28 35 38.50620
28 36 84.47936
28 37 57.46282
28 38 31.65128
28 39 80.65659
28 40 95.34533
28 41 49.24990
28 42 62.38528
28 43 54.35363
28 44 79.84809
28 45 71.36657
28 46 62.01366
28 47 82.44827
28 48 72.07822
28 49 50.73549
29 30 94.45991
29 31 124.03172
29 32 98.14697
29 33 42.37772
29 34 92.55914
29 35 25.38810
29 36 115.51271
29 37 82.87922
29 38 47.19188
29 39 109.60831
29 40 132.93468
29 41 68.14727
29 42 89.35215
29 43 81.33707
29 44 99.01061
29 45 108.85603
29 46 83.28284
29 47 113.39642
29 48 108.71018
29 49 74.54328
30 31 62.78833
30 32 59.18295
30 33 68.28238
30 34 90.77676
30 35 79.61045
30 36 34.66693
30 37 62.94605
30 38 66.20609
30 39 57.11356
30 40 78.63083
30 41 103.46149
30 42 39.82551
30 43 90.75983
30 44 21.72606
30 45 114.17627
30 46 113.42120
30 47 104.18394
30 48 85.19662
30 49 41.47493
31 32 69.88815
31 33 111.75454
31 34 61.57446
31 35 107.10614
31 36 37.13531
31 37 77.65475
31 38 92.18914
31 39 43.27691
31 40 39.63907
31 41 113.50257
31 42 52.34093
31 43 91.87567
31 44 63.96075
31 45 91.90744
31 46 97.51331
31 47 101.21944
31 48 52.50968
31 49 61.52121
32 33 75.57605
32 34 80.76499
32 35 89.82387
32 36 61.27757
32 37 17.36053
32 38 81.42759
32 39 92.01375
32 40 53.04449
32 41 75.22688
32 42 77.82568
32 43 101.21210
32 44 78.21298
32 45 87.18080
32 46 109.60045
32 47 83.70265
32 48 58.13623
32 49 76.07830
33 34 101.14333
33 35 36.92525
33 36 96.64808
33 37 63.38863
33 38 56.96435
33 39 102.11836
33 40 117.08860
33 41 80.51588
33 42 81.03312
33 43 98.63953
33 44 78.89991
33 45 120.63872
33 46 100.99944
33 47 117.61564
33 48 101.30492
33 49 67.76350
34 35 81.50837
34 36 81.17580
34 37 75.76765
34 38 71.98334
34 39 68.32137
34 40 72.02760
34 41 78.73636
34 42 67.09018
34 43 63.81887
34 44 92.47221
34 45 54.60719
34 46 48.09807
34 47 87.29574
34 48 45.03820
34 49 64.66196
35 36 101.13896
35 37 76.47872
35 38 46.30621
35 39 90.67809
35 40 119.09084
35 41 78.76525
35 42 73.65240
35 43 81.36568
35 44 83.13566
35 45 109.60828
35 46 70.41284
35 47 117.86324
35 48 94.28921
35 49 58.01919
36 37 70.19280
36 38 79.23842
36 39 47.51742
36 40 57.64331
36 41 108.46951
36 42 40.38386
36 43 87.55085
36 44 37.66590
36 45 101.19641
36 46 115.34593
36 47 93.17789
36 48 75.40718
36 49 51.30634
37 38 71.60461
37 39 94.22515
37 40 64.59850
37 41 61.75519
37 42 77.79964
37 43 94.56770
37 44 81.01492
37 45 82.36941
37 46 99.80228
37 47 81.88951
37 48 58.70992
37 49 72.83041
38 39 76.44462
38 40 107.93829
38 41 62.90103
38 42 52.20588
38 43 42.71593
38 44 66.28966
38 45 85.33645
38 46 85.20958
38 47 81.04195
38 48 94.20342
38 49 41.83940
39 40 80.70722
39 41 120.02210
39 42 27.47616
39 43 78.46198
39 44 44.78981
39 45 107.67980
39 46 90.07207
39 47 114.34510
39 48 79.04072
39 49 37.48980
40 41 107.87668
40 42 82.20825
40 43 111.24296
40 44 89.36665
40 45 87.69053
40 46 109.51791
40 47 98.08237
40 48 41.06361
40 49 87.40454
41 42 99.79474
41 43 72.92767
41 44 113.67096
41 45 58.47659
41 46 97.34028
41 47 60.10836
41 48 91.26643
41 49 92.23633
42 43 62.33159
42 44 29.16447
42 45 97.80049
42 46 90.37507
42 47 96.88604
42 48 79.87671
42 49 15.74936
43 44 85.86835
43 45 66.78000
43 46 87.66472
43 47 67.84367
43 48 99.71391
43 49 60.42301
44 45 119.62777
44 46 113.58285
44 47 110.54253
44 48 94.64656
44 49 34.78473
45 46 92.20536
45 47 48.62531
45 48 75.71697
45 49 97.29059
46 47 126.48944
46 48 72.40277
46 49 81.37199
47 48 101.56884
47 49 98.68159
48 49 78.63237
