150 15
0 116 124.65793
0 117 175.07826
0 118 193.01608
0 119 193.92679
0 120 166.98482
0 121 218.09885
0 122 202.80858
0 123 191.75226
0 124 222.55817
0 125 188.01749
0 126 178.73239
0 127 179.90529
0 128 202.22189
0 129 187.21671
0 130 173.08485
0 131 163.37901
0 132 201.88223
0 133 206.04950
0 134 228.54970
0 135 175.14766
0 136 153.46436
0 137 201.43974
0 138 191.68507
0 139 199.47267
0 140 176.22852
0 141 180.35106
0 142 204.02002
0 143 153.56647
0 144 194.04599
0 145 198.49763
0 146 162.42760
0 147 141.10677
0 148 133.90164
0 149 242.76176
1 2 159.13246
1 3 184.53227
1 4 151.79128
1 5 181.70486
1 6 182.24429
1 7 197.72165
1 8 174.97005
1 9 175.89856
1 10 169.34148
1 11 184.79424
1 12 137.51556
1 13 184.12996
1 14 193.81081
1 15 143.69240
1 16 169.80107
1 17 173.72057
1 18 209.40518
1 19 160.07825
1 20 139.47530
1 21 205.81029
1 22 175.82353
1 23 176.71581
1 24 204.93367
1 25 170.99219
1 26 183.73466
1 27 162.00873
1 28 192.07768
1 29 184.54204
1 30 184.97905
1 31 144.74722
1 32 171.63553
1 33 189.28705
1 34 166.58667
1 35 188.99623
1 36 153.11073
1 37 198.50450
1 38 199.14738
1 39 173.82458
1 40 180.90201
1 41 200.92632
1 42 221.77032
1 43 181.64566
1 44 143.11539
1 45 172.66507
1 46 157.71387
1 47 163.41656
1 48 168.45920
1 49 122.08312
1 50 194.99713
1 51 159.75452
1 52 189.51538
1 53 181.50180
1 54 160.45348
1 55 165.39746
1 56 185.18300
1 57 193.99120
1 58 188.09952
1 59 180.08533
1 60 188.81624
1 61 199.29933
1 62 152.26686
1 63 206.67276
1 64 205.55818
1 65 178.05505
1 66 186.00005
1 67 173.98357
1 68 185.85887
1 69 154.25012
1 70 182.05661
1 71 201.44656
1 72 173.26257
1 73 138.99362
1 74 170.75925
1 75 157.05370
1 76 155.69334
1 77 209.53410
1 78 128.58664
1 79 156.55321
1 80 179.73598
1 81 164.18526
1 82 153.84773
1 83 145.27936
1 84 155.84109
1 85 158.76639
1 86 162.06862
1 87 141.92477
1 88 132.75063
1 89 162.61975
1 90 190.87444
1 91 156.81979
1 92 159.91116
1 93 153.26746
1 94 188.76889
1 95 145.58734
1 96 185.91937
1 97 186.52171
1 98 171.77556
1 99 166.73770
1 100 135.72479
1 101 180.12819
1 102 205.09082
1 103 169.82539
1 104 184.92308
1 105 159.34662
1 106 182.67844
1 107 205.97220
1 108 210.31355
1 109 194.95897
1 110 180.44560
1 111 214.14491
1 112 129.07660
1 113 201.06348
1 114 172.04126
1 115 192.81802
1 116 151.19798
1 117 151.55367
1 118 162.62961
1 119 188.94835
1 120 208.68152
1 121 214.04710
1 122 191.63249
1 123 161.85249
1 124 176.40344
1 125 190.19618
1 126 182.07129
1 127 182.75424
1 128 172.39229
1 129 177.26974
1 130 117.85001
1 131 199.88550
1 132 184.71359
1 133 192.01215
1 134 191.54384
1 135 141.18661
1 136 194.76154
1 137 155.81618
1 138 152.01851
1 139 180.99771
1 140 211.00060
1 141 137.39735
1 142 199.58948
1 143 182.70714
1 144 180.93765
1 145 216.10994
1 146 150.64046
1 147 191.10484
1 148 165.13016
1 149 203.58817
2 3 143.08223
2 4 140.10974
2 5 175.11864
2 6 171.10173
2 7 201.05774
2 8 190.38910
2 9 186.06769
2 10 181.80453
2 11 197.60106
2 12 147.86906
2 13 149.17838
2 14 182.96089
2 15 161.31787
2 16 174.07550
2 17 176.13646
2 18 172.52507
2 19 158.77116
2 20 188.36020
2 21 219.10971
2 22 198.24678
2 23 184.14996
2 24 173.34119
2 25 173.68456
2 26 161.52257
2 27 176.75957
2 28 168.37215
2 29 137.72618
2 30 201.11530
2 31 170.65617
2 32 192.32033
2 33 179.75948
2 34 177.54845
2 35 196.91985
2 36 149.24434
2 37 146.81548
2 38 176.87187
2 39 182.52704
2 40 163.01613
2 41 161.75679
2 42 183.65967
2 43 180.00392
2 44 194.47563
2 45 140.56488
2 46 172.21437
2 47 110.21770
2 48 202.20467
2 49 146.29546
2 50 133.05482
2 51 175.03467
2 52 168.80643
2 53 184.88184
2 54 176.09872
2 55 188.17720
2 56 163.70659
2 57 193.40616
2 58 195.36453
2 59 178.63649
2 60 190.15074
2 61 166.18904
2 62 179.50168
2 63 175.67247
2 64 156.77235
2 65 174.69325
2 66 174.96970
2 67 153.25948
2 68 159.30342
2 69 144.05916
2 70 190.72479
2 71 187.32205
2 72 179.62601
2 73 174.09634
2 74 213.86044
2 75 139.31137
2 76 123.82230
2 77 197.02214
2 78 146.52339
2 79 148.87387
2 80 163.83807
2 81 179.98206
2 82 146.87746
2 83 192.62131
2 84 206.53200
2 85 205.11440
2 86 185.61617
2 87 194.85509
2 88 169.45256
2 89 196.52892
2 90 187.39973
2 91 199.17867
2 92 179.99843
2 93 149.38869
2 94 161.61555
2 95 163.10431
2 96 176.06894
2 97 167.77144
2 98 156.86996
2 99 154.06659
2 100 211.17195
2 101 198.35437
2 102 184.75240
2 103 190.13628
2 104 172.58931
2 105 187.27606
2 106 163.66615
2 107 193.67729
2 108 171.41196
2 109 186.37888
2 110 186.02156
2 111 187.80693
2 112 136.19489
2 113 185.62436
2 114 177.65234
2 115 150.41298
2 116 164.31569
2 117 147.72197
2 118 179.21663
2 119 197.66718
2 120 161.69284
2 121 155.46266
2 122 188.89789
2 123 153.81303
2 124 174.36974
2 125 163.78879
2 126 169.90509
2 127 181.91629
2 128 169.74394
2 129 168.32672
2 130 159.67732
2 131 149.16455
2 132 205.19072
2 133 164.83342
2 134 190.27544
2 135 164.08006
2 136 129.71550
2 137 151.36015
2 138 115.12508
2 139 206.87170
2 140 169.50699
2 141 158.64799
2 142 168.90620
2 143 164.07359
2 144 192.65550
2 145 200.75742
2 146 168.84537
2 147 152.94193
2 148 153.08325
2 149 212.46640
3 4 189.54829
3 5 171.40395
3 6 171.28459
3 7 199.91925
3 8 201.35768
3 9 191.06880
3 10 147.98112
3 11 202.43692
3 12 166.87274
3 13 214.11029
3 14 221.84488
3 15 134.16663
3 16 192.89661
3 17 141.93050
3 18 140.98438
3 19 205.81911
3 20 165.48456
3 21 207.10420
3 22 214.57733
3 23 177.55444
3 24 170.05577
3 25 161.37334
3 26 170.33786
3 27 158.31348
3 28 177.50566
3 29 168.46709
3 30 159.45992
3 31 185.67191
3 32 204.27261
3 33 190.88431
3 34 169.95760
3 35 193.24239
3 36 171.83218
3 37 134.46468
3 38 197.43025
3 39 186.89355
3 40 201.23399
3 41 184.41353
3 42 197.51878
3 43 199.38432
3 44 174.42899
3 45 152.54666
3 46 115.17206
3 47 147.66422
3 48 192.52165
3 49 144.75346
3 50 174.98839
3 51 188.87759
3 52 153.55525
3 53 161.46933
3 54 190.55705
3 55 189.01581
3 56 170.54999
3 57 194.62610
3 58 172.40656
3 59 186.50946
3 60 205.40219
3 61 190.99686
3 62 154.51218
3 63 160.08696
3 64 151.43970
3 65 108.64996
3 66 131.44771
3 67 157.54926
3 68 161.33173
3 69 173.66783
3 70 192.39027
3 71 129.95302
3 72 160.43716
3 73 214.31824
3 74 174.73557
3 75 194.92509
3 76 117.94926
3 77 167.87305
3 78 182.63785
3 79 191.27631
3 80 187.88867
3 81 185.81078
3 82 162.31941
3 83 191.11394
3 84 219.38266
3 85 188.86349
3 86 196.38823
3 87 173.72028
3 88 190.90085
3 89 184.97470
3 90 236.83708
3 91 199.67972
3 92 165.15411
3 93 168.33742
3 94 139.55608
3 95 175.68173
3 96 182.82828
3 97 170.01672
3 98 192.65862
3 99 173.20016
3 100 205.01665
3 101 180.14729
3 102 187.31032
3 103 201.70171
3 104 160.37169
3 105 165.24077
3 106 166.00659
3 107 190.39648
3 108 146.55084
3 109 162.20494
3 110 159.17476
3 111 204.81058
3 112 178.92831
3 113 183.04878
3 114 163.90817
3 115 168.92688
3 116 188.24452
3 117 170.79866
3 118 156.57919
3 119 200.25948
3 120 140.34932
3 121 181.16360
3 122 146.15611
3 123 173.03404
3 124 155.99396
3 125 185.74164
3 126 171.77469
3 127 195.24968
3 128 146.99368
3 129 176.41673
3 130 182.83330
3 131 183.29933
3 132 159.89352
3 133 124.54602
3 134 204.82034
3 135 188.73500
3 136 174.60320
3 137 177.56682
3 138 161.52972
3 139 206.47122
3 140 179.51392
3 141 169.31801
3 142 178.69997
3 143 190.27553
3 144 196.49454
3 145 187.63916
3 146 187.91519
3 147 186.78773
3 148 180.27597
3 149 228.11566
4 5 188.15166
4 6 160.74818
4 7 180.48927
4 8 178.18185
4 9 176.30565
4 10 197.03273
4 11 160.25655
4 12 131.29832
4 13 186.04616
4 14 199.51469
4 15 169.84515
4 16 147.91347
4 17 169.40135
4 18 207.81950
4 19 149.62376
4 20 192.32210
4 21 186.12071
4 22 207.28938
4 23 182.45030
4 24 163.70393
4 25 167.16991
4 26 155.62267
4 27 164.89178
4 28 170.57593
4 29 172.71837
4 30 215.71643
4 31 146.95551
4 32 157.77676
4 33 171.18495
4 34 188.63606
4 35 212.20657
4 36 183.37238
4 37 154.96861
4 38 155.36418
4 39 157.66420
4 40 168.39330
4 41 181.88268
4 42 245.32451
4 43 168.55089
4 44 177.00906
4 45 163.30705
4 46 204.82176
4 47 148.35027
4 48 173.01469
4 49 134.24609
4 50 138.18877
4 51 183.28891
4 52 195.90533
4 53 181.50836
4 54 177.89491
4 55 131.29825
4 56 172.55510
4 57 206.84668
4 58 189.59370
4 59 160.74402
4 60 189.52524
4 61 189.63496
4 62 213.12025
4 63 197.39079
4 64 161.57152
4 65 188.46872
4 66 203.64226
4 67 171.95801
4 68 157.01755
4 69 175.05325
4 70 193.90112
4 71 184.13591
4 72 212.46233
4 73 178.79181
4 74 223.64828
4 75 141.41986
4 76 152.11882
4 77 195.64748
4 78 152.11093
4 79 161.28398
4 80 152.71321
4 81 187.79623
4 82 119.89063
4 83 184.51956
4 84 190.94008
4 85 177.20010
4 86 193.56177
4 87 190.23071
4 88 181.25781
4 89 176.41341
4 90 142.09906
4 91 197.67210
4 92 166.66930
4 93 156.63692
4 94 172.21695
4 95 159.21274
4 96 188.91412
4 97 205.54651
4 98 200.13811
4 99 154.36649
4 100 176.69923
4 101 159.39616
4 102 201.71056
4 103 176.69695
4 104 187.51088
4 105 179.51010
4 106 157.96518
4 107 185.18816
4 108 165.10970
4 109 195.81183
4 110 203.88464
4 111 209.47539
4 112 163.33905
4 113 209.32547
4 114 157.68658
4 115 191.55548
4 116 177.03978
4 117 154.98117
4 118 166.49646
4 119 181.89902
4 120 196.61218
4 121 206.62691
4 122 207.38733
4 123 189.12817
4 124 185.79573
4 125 159.76454
4 126 188.77711
4 127 183.39833
4 128 183.18330
4 129 208.78603
4 130 143.96628
4 131 175.58711
4 132 208.32350
4 133 168.66193
4 134 175.84790
4 135 152.54556
4 136 161.23717
4 137 185.84946
4 138 162.85414
4 139 166.71016
4 140 217.24916
4 141 176.53635
4 142 207.35840
4 143 163.53546
4 144 185.37947
4 145 171.96202
4 146 152.74350
4 147 171.04454
4 148 176.81607
4 149 200.88879
5 6 202.07835
5 7 180.66576
5 8 212.10750
5 9 196.54950
5 10 172.23662
5 11 197.14877
5 12 182.60646
5 13 196.46335
5 14 179.87601
5 15 205.31580
5 16 141.67036
5 17 178.60091
5 18 182.09361
5 19 184.96547
5 20 196.53456
5 21 214.23456
5 22 217.08952
5 23 175.99438
5 24 201.81796
5 25 187.45903
5 26 184.61420
5 27 161.80807
5 28 199.86226
5 29 193.53432
5 30 177.22777
5 31 191.51811
5 32 203.69121
5 33 198.40512
5 34 147.75752
5 35 228.19705
5 36 177.59364
5 37 170.76759
5 38 224.78650
5 39 204.65848
5 40 198.76927
5 41 144.91978
5 42 214.72418
5 43 159.01274
5 44 158.21689
5 45 159.23189
5 46 194.95845
5 47 200.01132
5 48 156.36098
5 49 191.94295
5 50 169.51843
5 51 162.28816
5 52 178.96277
5 53 190.33980
5 54 194.52530
5 55 159.26247
5 56 213.34760
5 57 199.61345
5 58 209.04654
5 59 179.71632
5 60 205.11163
5 61 157.00818
5 62 194.69780
5 63 192.82550
5 64 201.83727
5 65 195.43294
5 66 155.30333
5 67 171.94464
5 68 152.55284
5 69 195.87141
5 70 208.03145
5 71 154.71593
5 72 165.61894
5 73 153.45528
5 74 212.00252
5 75 175.79984
5 76 139.61006
5 77 233.77962
5 78 198.92769
5 79 171.06314
5 80 172.48454
5 81 205.72623
5 82 143.04222
5 83 207.76573
5 84 241.75694
5 85 205.58575
5 86 177.34891
5 87 173.90207
5 88 187.90448
5 89 214.27246
5 90 195.40518
5 91 176.24237
5 92 143.04742
5 93 181.08658
5 94 166.27484
5 95 199.65086
5 96 188.95630
5 97 171.10542
5 98 148.46231
5 99 173.10558
5 100 172.83289
5 101 183.04372
5 102 185.29425
5 103 195.83383
5 104 177.42950
5 105 180.81635
5 106 211.10349
5 107 161.38617
5 108 202.88800
5 109 179.36952
5 110 134.99045
5 111 211.14999
5 112 177.27113
5 113 162.62593
5 114 152.38773
5 115 172.73866
5 116 175.09787
5 117 174.62434
5 118 212.49443
5 119 192.70676
5 120 187.79396
5 121 189.39455
5 122 192.94878
5 123 166.41182
5 124 191.14812
5 125 169.53435
5 126 156.90645
5 127 169.48354
5 128 145.99548
5 129 213.56186
5 130 170.17775
5 131 196.50632
5 132 203.14958
5 133 194.92480
5 134 216.04210
5 135 174.58342
5 136 201.24385
5 137 152.07458
5 138 172.99638
5 139 206.30695
5 140 188.38240
5 141 182.12865
5 142 197.23949
5 143 202.27409
5 144 172.76277
5 145 204.84302
5 146 133.29161
5 147 171.44571
5 148 192.82225
5 149 208.08803
6 7 178.78400
6 8 174.52100
6 9 190.79843
6 10 184.36055
6 11 169.80263
6 12 186.72455
6 13 188.14224
6 14 195.38023
6 15 156.88361
6 16 178.73274
6 17 177.74576
6 18 183.65939
6 19 202.78027
6 20 186.38420
6 21 211.42754
6 22 191.51782
6 23 189.68681
6 24 123.27489
6 25 151.12035
6 26 115.07403
6 27 120.00624
6 28 173.60541
6 29 158.45741
6 30 196.95831
6 31 148.06529
6 32 151.27248
6 33 199.20839
6 34 110.76395
6 35 209.15173
6 36 173.61562
6 37 164.02339
6 38 187.29347
6 39 141.34311
6 40 158.28813
6 41 206.35393
6 42 205.87509
6 43 196.96123
6 44 176.62286
6 45 166.88664
6 46 185.06296
6 47 167.48099
6 48 186.79567
6 49 152.64909
6 50 177.21416
6 51 183.58452
6 52 198.26918
6 53 181.73279
6 54 152.15036
6 55 167.03853
6 56 178.01038
6 57 146.87036
6 58 181.20575
6 59 190.89809
6 60 190.57668
6 61 186.79463
6 62 180.17831
6 63 214.35950
6 64 149.74365
6 65 168.62355
6 66 140.78908
6 67 144.98737
6 68 200.19896
6 69 179.46577
6 70 135.16862
6 71 164.31042
6 72 200.52464
6 73 208.01723
6 74 161.16745
6 75 150.58420
6 76 165.06938
6 77 139.62053
6 78 184.74287
6 79 203.56184
6 80 138.36369
6 81 164.28026
6 82 170.83150
6 83 151.52412
6 84 158.93971
6 85 156.87849
6 86 170.46997
6 87 140.77045
6 88 172.07283
6 89 142.98303
6 90 202.88805
6 91 188.90352
6 92 154.48669
6 93 149.34181
6 94 149.53624
6 95 205.36549
6 96 152.42310
6 97 188.82452
6 98 183.82179
6 99 154.73688
6 100 181.21172
6 101 179.23065
6 102 189.96198
6 103 172.83388
6 104 178.07306
6 105 185.55791
6 106 146.56912
6 107 183.48245
6 108 159.46553
6 109 157.65421
6 110 217.09213
6 111 190.54988
6 112 188.89171
6 113 237.21126
6 114 189.42461
6 115 160.29367
6 116 186.68623
6 117 174.54585
6 118 156.07263
6 119 171.94460
6 120 186.75969
6 121 201.84970
6 122 145.16492
6 123 211.70346
6 124 189.15794
6 125 191.27698
6 126 174.72726
6 127 183.41827
6 128 188.54367
6 129 199.82712
6 130 190.73019
6 131 150.18898
6 132 191.53635
6 133 178.34917
6 134 169.54602
6 135 169.53093
6 136 201.19453
6 137 187.86212
6 138 178.65343
6 139 188.57242
6 140 190.34113
6 141 184.77422
6 142 225.16064
6 143 203.91280
6 144 169.85854
6 145 141.94676
6 146 137.75432
6 147 197.27765
6 148 154.02650
6 149 217.47606
7 8 163.25700
7 9 224.84666
7 10 218.44131
7 11 185.23936
7 12 166.57796
7 13 180.58846
7 14 186.72357
7 15 204.47719
7 16 161.29268
7 17 163.43486
7 18 207.76784
7 19 233.31941
7 20 215.83955
7 21 208.76996
7 22 226.27281
7 23 189.08302
7 24 158.42651
7 25 210.77240
7 26 187.84782
7 27 166.70685
7 28 181.73993
7 29 166.01045
7 30 220.34409
7 31 171.20346
7 32 232.83748
7 33 178.51775
7 34 186.72803
7 35 217.83763
7 36 165.65152
7 37 218.99167
7 38 162.06966
7 39 186.52501
7 40 174.61031
7 41 236.12517
7 42 230.63834
7 43 168.21548
7 44 162.72867
7 45 217.48721
7 46 242.74255
7 47 182.52625
7 48 192.32536
7 49 177.23560
7 50 198.14420
7 51 169.67389
7 52 222.65053
7 53 189.81772
7 54 190.09496
7 55 166.53053
7 56 165.68245
7 57 241.87860
7 58 205.78195
7 59 167.55862
7 60 192.63269
7 61 161.93129
7 62 198.11574
7 63 227.60866
7 64 204.56624
7 65 191.26250
7 66 155.83012
7 67 121.16908
7 68 165.07576
7 69 204.83348
7 70 176.20753
7 71 173.49760
7 72 225.73338
7 73 174.72469
7 74 195.14433
7 75 163.90694
7 76 163.02226
7 77 204.42148
7 78 231.73616
7 79 207.61378
7 80 187.27817
7 81 163.53836
7 82 148.31575
7 83 188.51205
7 84 237.93204
7 85 197.84760
7 86 235.09586
7 87 178.42824
7 88 181.96294
7 89 201.58481
7 90 214.44423
7 91 185.33472
7 92 189.85835
7 93 159.75717
7 94 171.52930
7 95 235.31195
7 96 160.59322
7 97 190.46428
7 98 208.31108
7 99 141.28079
7 100 195.52678
7 101 170.38297
7 102 177.96835
7 103 169.44885
7 104 178.82407
7 105 140.75005
7 106 192.99710
7 107 184.21515
7 108 193.83867
7 109 164.87154
7 110 142.15524
7 111 226.67796
7 112 201.11720
7 113 227.85040
7 114 182.22546
7 115 184.46570
7 116 145.93091
7 117 198.37265
7 118 199.91234
7 119 174.19209
7 120 178.32393
7 121 204.33023
7 122 185.49995
7 123 205.17311
7 124 197.70065
7 125 237.45218
7 126 187.11732
7 127 159.00417
7 128 176.34776
7 129 204.13602
7 130 210.47528
7 131 151.81982
7 132 211.90663
7 133 213.94333
7 134 256.63022
7 135 188.55841
7 136 186.27145
7 137 233.54872
7 138 210.13837
7 139 188.14180
7 140 183.77147
7 141 189.17192
7 142 247.45213
7 143 199.83238
7 144 171.80026
7 145 201.83279
7 146 147.41147
7 147 154.56821
7 148 155.74771
7 149 243.06787
8 9 233.83723
8 10 202.74857
8 11 195.51031
8 12 146.03085
8 13 190.30804
8 14 180.60609
8 15 171.72327
8 16 178.81306
8 17 177.30276
8 18 221.64973
8 19 192.16606
8 20 149.24783
8 21 188.83296
8 22 198.56096
8 23 162.06082
8 24 156.44852
8 25 203.60107
8 26 200.63228
8 27 153.20306
8 28 146.14037
8 29 178.04967
8 30 214.14569
8 31 191.47183
8 32 196.87462
8 33 185.54443
8 34 190.17851
8 35 187.01558
8 36 154.28415
8 37 223.09778
8 38 178.55495
8 39 134.17616
8 40 169.60217
8 41 243.92149
8 42 183.50372
8 43 174.65518
8 44 160.22610
8 45 235.31186
8 46 208.08588
8 47 172.81281
8 48 176.43102
8 49 179.72328
8 50 201.42169
8 51 172.02745
8 52 235.99989
8 53 200.00591
8 54 156.58345
8 55 185.78825
8 56 196.26228
8 57 207.40213
8 58 195.08943
8 59 155.82872
8 60 170.84161
8 61 176.97226
8 62 203.62651
8 63 181.38623
8 64 183.91235
8 65 186.73390
8 66 181.45018
8 67 170.20016
8 68 202.40150
8 69 145.60677
8 70 158.96504
8 71 176.17696
8 72 213.35931
8 73 201.66504
8 74 161.16060
8 75 179.93254
8 76 172.86295
8 77 191.60641
8 78 183.00658
8 79 176.68796
8 80 186.40097
8 81 152.78313
8 82 162.04860
8 83 123.14588
8 84 201.17432
8 85 208.19548
8 86 202.78128
8 87 197.99733
8 88 213.23874
8 89 180.39075
8 90 202.14021
8 91 131.41034
8 92 212.50757
8 93 152.39345
8 94 180.91916
8 95 184.27080
8 96 142.24365
8 97 144.56973
8 98 196.35211
8 99 177.16835
8 100 183.50230
8 101 144.09425
8 102 185.14584
8 103 126.49081
8 104 175.40668
8 105 168.54980
8 106 143.31993
8 107 241.04037
8 108 186.23740
8 109 213.55904
8 110 206.59201
8 111 196.38614
8 112 166.13585
8 113 221.92780
8 114 215.83707
8 115 188.11823
8 116 154.89598
8 117 180.68544
8 118 224.05576
8 119 156.75386
8 120 191.62932
8 121 169.04816
8 122 201.82387
8 123 180.17795
8 124 200.15483
8 125 228.71884
8 126 205.19014
8 127 174.10358
8 128 208.32690
8 129 143.04489
8 130 214.42519
8 131 181.74393
8 132 222.83098
8 133 177.78409
8 134 198.94194
8 135 181.59221
8 136 186.82768
8 137 198.77159
8 138 181.48947
8 139 174.14207
8 140 174.34370
8 141 135.74706
8 142 213.07622
8 143 173.09140
8 144 164.02106
8 145 168.64711
8 146 183.00545
8 147 141.25703
8 148 160.29086
8 149 190.04228
9 10 196.53262
9 11 218.21365
9 12 194.04120
9 13 223.80894
9 14 201.97104
9 15 178.83405
9 16 159.39095
9 17 166.36012
9 18 175.60779
9 19 193.38013
9 20 186.31879
9 21 201.95804
9 22 215.50647
9 23 226.48647
9 24 199.70659
9 25 199.01404
9 26 208.24236
9 27 156.93787
9 28 218.05353
9 29 190.08435
9 30 203.73091
9 31 143.41486
9 32 158.15382
9 33 171.91135
9 34 184.98456
9 35 224.64944
9 36 219.47824
9 37 205.05402
9 38 222.22517
9 39 179.59705
9 40 205.43182
9 41 167.98033
9 42 226.03481
9 43 218.80382
9 44 191.66098
9 45 191.59160
9 46 178.17107
9 47 177.49911
9 48 203.00607
9 49 173.95100
9 50 146.06320
9 51 192.84822
9 52 180.79210
9 53 193.59311
9 54 202.49144
9 55 167.07527
9 56 213.67853
9 57 172.01881
9 58 208.48537
9 59 207.35431
9 60 216.94487
9 61 204.68556
9 62 197.69318
9 63 222.35304
9 64 192.50256
9 65 212.08675
9 66 220.52234
9 67 159.81511
9 68 167.71913
9 69 178.15332
9 70 228.66376
9 71 187.06964
9 72 226.87430
9 73 221.21762
9 74 187.36826
9 75 168.08784
9 76 177.35873
9 77 192.11349
9 78 206.94914
9 79 211.80804
9 80 204.96873
9 81 167.88173
9 82 152.51129
9 83 182.95709
9 84 236.17751
9 85 146.42227
9 86 225.16403
9 87 180.36923
9 88 156.68463
9 89 203.16096
9 90 227.11971
9 91 182.69273
9 92 175.94565
9 93 197.25232
9 94 193.38037
9 95 174.60254
9 96 214.81793
9 97 214.94914
9 98 224.68994
9 99 219.23445
9 100 153.43932
9 101 174.45480
9 102 185.51830
9 103 239.77393
9 104 217.75543
9 105 192.31735
9 106 222.43962
9 107 207.35156
9 108 203.68436
9 109 200.06828
9 110 215.55275
9 111 233.18997
9 112 158.41615
9 113 188.80664
9 114 186.00917
9 115 173.21356
9 116 185.74367
9 117 162.52907
9 118 162.23674
9 119 194.21255
9 120 196.00604
9 121 231.53934
9 122 187.01083
9 123 232.75827
9 124 178.43878
9 125 149.62747
9 126 147.89328
9 127 187.07953
9 128 213.22954
9 129 214.36473
9 130 167.31711
9 131 214.50443
9 132 207.91484
9 133 210.17088
9 134 212.79422
9 135 193.55832
9 136 218.96252
9 137 206.26108
9 138 175.12090
9 139 181.83041
9 140 232.28577
9 141 182.25658
9 142 203.21231
9 143 227.76646
9 144 239.52969
9 145 223.91833
9 146 162.41263
9 147 225.50546
9 148 203.64597
9 149 251.64886
10 11 174.57872
10 12 183.99144
10 13 194.84604
10 14 182.54359
10 15 163.55138
10 16 189.52130
10 17 189.42241
10 18 176.20316
10 19 182.63910
10 20 144.83691
10 21 195.39290
10 22 209.81940
10 23 198.54932
10 24 193.15723
10 25 154.50423
10 26 191.36249
10 27 158.82391
10 28 165.35410
10 29 172.15417
10 30 143.62724
10 31 176.20621
10 32 214.51820
10 33 188.55614
10 34 158.37317
10 35 222.40050
10 36 190.77208
10 37 159.87178
10 38 201.14629
10 39 149.94226
10 40 222.10072
10 41 195.23402
10 42 201.55643
10 43 199.21950
10 44 162.85985
10 45 161.28502
10 46 172.87994
10 47 197.07268
10 48 149.95882
10 49 163.00507
10 50 192.83217
10 51 170.48235
10 52 213.28227
10 53 181.26698
10 54 146.98611
10 55 176.15738
10 56 215.12111
10 57 167.22256
10 58 158.97110
10 59 200.23160
10 60 171.02922
10 61 166.67165
10 62 149.99261
10 63 180.83377
10 64 177.61815
10 65 153.82448
10 66 147.85326
10 67 186.73225
10 68 184.43605
10 69 163.03769
10 70 208.10886
10 71 154.80443
10 72 115.78712
10 73 180.20091
10 74 188.04132
10 75 204.00089
10 76 150.40839
10 77 195.59236
10 78 147.44800
10 79 174.78647
10 80 169.72485
10 81 207.55881
10 82 172.70003
10 83 188.73903
10 84 196.03326
10 85 135.74283
10 86 158.21704
10 87 176.37834
10 88 171.10820
10 89 185.21413
10 90 205.86996
10 91 159.95438
10 92 142.48686
10 93 203.08186
10 94 151.84184
10 95 150.26326
10 96 191.67102
10 97 168.83354
10 98 166.69914
10 99 189.05070
10 100 169.31001
10 101 183.47459
10 102 189.23190
10 103 206.11421
10 104 119.08823
10 105 172.12482
10 106 169.34596
10 107 202.67659
10 108 157.75365
10 109 180.97635
10 110 183.96873
10 111 195.86136
10 112 183.44125
10 113 180.04753
10 114 169.58292
10 115 200.42943
10 116 201.62082
10 117 154.02136
10 118 170.68848
10 119 164.71524
